port_code,port_name,date,berth_utilization,wait_time_hours,vessels_waiting,congestion_level
USOAK,Oakland,2023-07-01,0.67,14.1,22,low
USSEA,Seattle,2023-07-01,0.799,25.7,33,medium
USLAX,Los Angeles,2023-07-02,0.937,41.8,36,high
USLGB,Long Beach,2023-07-02,0.98,56.0,36,high
USOAK,Oakland,2023-07-02,0.788,26.8,29,medium
USSEA,Seattle,2023-07-02,0.811,31.3,30,medium
USLAX,Los Angeles,2023-07-03,0.98,51.6,42,high
USLGB,Long Beach,2023-07-03,0.98,50.0,41,high
USOAK,Oakland,2023-07-03,0.797,29.4,26,medium
USSEA,Seattle,2023-07-03,0.713,19.9,28,medium
USLAX,Los Angeles,2023-07-04,0.98,43.2,35,high
USLGB,Long Beach,2023-07-04,0.848,31.8,34,medium
USOAK,Oakland,2023-07-04,0.736,27.5,34,medium
USSEA,Seattle,2023-07-04,0.729,21.5,26,medium
USLAX,Los Angeles,2023-07-05,0.98,48.3,37,high
USLGB,Long Beach,2023-07-05,0.846,33.5,35,medium
USOAK,Oakland,2023-07-05,0.843,39.6,28,medium
USSEA,Seattle,2023-07-05,0.773,25.1,33,medium
USLAX,Los Angeles,2023-07-06,0.934,44.2,34,high
USLGB,Long Beach,2023-07-06,0.98,49.6,34,high
USOAK,Oakland,2023-07-06,0.833,38.3,35,medium
USSEA,Seattle,2023-07-06,0.652,16.9,29,low
USLAX,Los Angeles,2023-07-07,0.882,40.5,35,high
USLGB,Long Beach,2023-07-07,0.841,33.8,30,medium
USOAK,Oakland,2023-07-07,0.796,30.0,27,medium
USSEA,Seattle,2023-07-07,0.738,21.4,35,medium
USLAX,Los Angeles,2023-07-08,0.975,49.7,44,high
USLGB,Long Beach,2023-07-08,0.939,41.7,40,high
USOAK,Oakland,2023-07-08,0.804,32.8,30,medium
USSEA,Seattle,2023-07-08,0.777,24.4,28,medium
USLAX,Los Angeles,2023-07-09,0.947,40.2,34,high
USLGB,Long Beach,2023-07-09,0.837,35.0,33,medium
USOAK,Oakland,2023-07-09,0.669,19.8,24,low
USSEA,Seattle,2023-07-09,0.757,25.2,33,medium
USLAX,Los Angeles,2023-07-10,0.942,41.5,35,high
USLGB,Long Beach,2023-07-10,0.908,44.4,42,high
USOAK,Oakland,2023-07-10,0.684,16.6,24,low
USSEA,Seattle,2023-07-10,0.686,22.3,27,low
USLAX,Los Angeles,2023-07-11,0.878,43.2,37,high
USLGB,Long Beach,2023-07-11,0.937,49.1,42,high
USOAK,Oakland,2023-07-11,0.892,37.1,39,high
USSEA,Seattle,2023-07-11,0.627,14.8,20,low
USLAX,Los Angeles,2023-07-12,0.98,39.4,32,high
USLGB,Long Beach,2023-07-12,0.98,47.1,35,high
USOAK,Oakland,2023-07-12,0.864,33.2,40,high
USSEA,Seattle,2023-07-12,0.657,14.5,26,low
USLAX,Los Angeles,2023-07-13,0.897,33.2,29,high
USLGB,Long Beach,2023-07-13,0.952,50.4,45,high
USOAK,Oakland,2023-07-13,0.883,33.4,36,high
USSEA,Seattle,2023-07-13,0.81,35.9,28,medium
USLAX,Los Angeles,2023-07-14,0.98,42.2,42,high
USLGB,Long Beach,2023-07-14,0.792,24.5,35,medium
USOAK,Oakland,2023-07-14,0.705,17.4,27,medium
USSEA,Seattle,2023-07-14,0.771,29.5,26,medium
USLAX,Los Angeles,2023-07-15,0.915,46.8,37,high
USLGB,Long Beach,2023-07-15,0.785,33.9,35,medium
USOAK,Oakland,2023-07-15,0.679,16.7,25,low
USSEA,Seattle,2023-07-15,0.716,17.4,24,medium
USLAX,Los Angeles,2023-07-16,0.98,49.2,32,high
USLGB,Long Beach,2023-07-16,0.913,43.4,34,high
USOAK,Oakland,2023-07-16,0.768,25.0,32,medium
USSEA,Seattle,2023-07-16,0.682,17.0,25,low
USLAX,Los Angeles,2023-07-17,0.98,49.6,45,high
USLGB,Long Beach,2023-07-17,0.98,46.7,39,high
USOAK,Oakland,2023-07-17,0.819,32.5,36,medium
USSEA,Seattle,2023-07-17,0.716,25.9,24,medium
USLAX,Los Angeles,2023-07-18,0.98,44.7,42,high
USLGB,Long Beach,2023-07-18,0.973,49.9,33,high
USOAK,Oakland,2023-07-18,0.841,30.0,35,medium
USSEA,Seattle,2023-07-18,0.667,14.8,21,low
USLAX,Los Angeles,2023-07-19,0.832,28.4,32,medium
USLGB,Long Beach,2023-07-19,0.826,36.5,38,medium
USOAK,Oakland,2023-07-19,0.763,27.0,36,medium
USSEA,Seattle,2023-07-19,0.653,18.3,22,low
USLAX,Los Angeles,2023-07-20,0.84,37.1,37,medium
USLGB,Long Beach,2023-07-20,0.833,38.9,28,medium
USOAK,Oakland,2023-07-20,0.82,27.1,35,medium
USSEA,Seattle,2023-07-20,0.782,26.4,34,medium
USLAX,Los Angeles,2023-07-21,0.938,43.2,44,high
USLGB,Long Beach,2023-07-21,0.931,43.9,43,high
USOAK,Oakland,2023-07-21,0.837,35.4,31,medium
USSEA,Seattle,2023-07-21,0.641,15.1,27,low
USLAX,Los Angeles,2023-07-22,0.98,48.5,44,high
USLGB,Long Beach,2023-07-22,0.851,29.0,35,high
USOAK,Oakland,2023-07-22,0.724,23.7,31,medium
USSEA,Seattle,2023-07-22,0.628,13.4,27,low
USLAX,Los Angeles,2023-07-23,0.838,38.6,35,medium
USLGB,Long Beach,2023-07-23,0.963,52.1,36,high
USOAK,Oakland,2023-07-23,0.782,25.9,33,medium
USSEA,Seattle,2023-07-23,0.694,21.8,24,low
USLAX,Los Angeles,2023-07-24,0.98,44.3,36,high
USLGB,Long Beach,2023-07-24,0.839,29.2,28,medium
USOAK,Oakland,2023-07-24,0.682,18.8,23,low
USSEA,Seattle,2023-07-24,0.631,12.8,21,low
USLAX,Los Angeles,2023-07-25,0.85,38.8,36,high
USLGB,Long Beach,2023-07-25,0.932,46.9,36,high
USOAK,Oakland,2023-07-25,0.692,20.3,32,low
USSEA,Seattle,2023-07-25,0.726,23.4,34,medium
USLAX,Los Angeles,2023-07-26,0.89,38.6,28,high
USLGB,Long Beach,2023-07-26,0.816,27.7,26,medium
USOAK,Oakland,2023-07-26,0.67,19.4,24,low
USSEA,Seattle,2023-07-26,0.648,14.8,27,low
USLAX,Los Angeles,2023-07-27,0.945,48.2,35,high
USLGB,Long Beach,2023-07-27,0.81,28.8,38,medium
USOAK,Oakland,2023-07-27,0.762,24.2,35,medium
USSEA,Seattle,2023-07-27,0.729,24.8,23,medium
USLAX,Los Angeles,2023-07-28,0.98,56.7,37,high
USLGB,Long Beach,2023-07-28,0.906,48.6,31,high
USOAK,Oakland,2023-07-28,0.87,33.1,36,high
USSEA,Seattle,2023-07-28,0.813,36.4,35,medium
USLAX,Los Angeles,2023-07-29,0.98,45.3,43,high
USLGB,Long Beach,2023-07-29,0.852,42.3,36,high
USOAK,Oakland,2023-07-29,0.813,26.0,28,medium
USSEA,Seattle,2023-07-29,0.634,15.7,29,low
USLAX,Los Angeles,2023-07-30,0.848,38.6,37,medium
USLGB,Long Beach,2023-07-30,0.847,30.3,37,medium
USOAK,Oakland,2023-07-30,0.742,24.2,33,medium
USSEA,Seattle,2023-07-30,0.722,22.3,28,medium
USLAX,Los Angeles,2023-07-31,0.98,53.5,36,high
USLGB,Long Beach,2023-07-31,0.799,26.0,35,medium
USOAK,Oakland,2023-07-31,0.791,26.2,25,medium
USSEA,Seattle,2023-07-31,0.804,34.1,35,medium
USLAX,Los Angeles,2023-08-01,0.92,34.6,31,high
USLGB,Long Beach,2023-08-01,0.88,42.8,35,high
USOAK,Oakland,2023-08-01,0.835,39.1,35,medium
USSEA,Seattle,2023-08-01,0.661,18.4,29,low
USLAX,Los Angeles,2023-08-02,0.98,53.9,43,high
USLGB,Long Beach,2023-08-02,0.951,39.1,39,high
USOAK,Oakland,2023-08-02,0.836,34.7,36,medium
USSEA,Seattle,2023-08-02,0.88,41.7,39,high
USLAX,Los Angeles,2023-08-03,0.98,53.4,40,high
USLGB,Long Beach,2023-08-03,0.968,43.4,36,high
USOAK,Oakland,2023-08-03,0.941,35.9,32,high
USSEA,Seattle,2023-08-03,0.786,23.1,33,medium
USLAX,Los Angeles,2023-08-04,0.98,44.9,43,high
USLGB,Long Beach,2023-08-04,0.835,31.0,32,medium
USOAK,Oakland,2023-08-04,0.748,20.8,30,medium
USSEA,Seattle,2023-08-04,0.831,34.4,32,medium
USLAX,Los Angeles,2023-08-05,0.98,55.2,40,high
USLGB,Long Beach,2023-08-05,0.98,54.6,39,high
USOAK,Oakland,2023-08-05,0.774,26.6,32,medium
USSEA,Seattle,2023-08-05,0.744,27.6,27,medium
USLAX,Los Angeles,2023-08-06,0.935,51.8,36,high
USLGB,Long Beach,2023-08-06,0.98,43.6,41,high
USOAK,Oakland,2023-08-06,0.938,47.4,33,high
USSEA,Seattle,2023-08-06,0.794,23.6,26,medium
USLAX,Los Angeles,2023-08-07,0.98,52.7,42,high
USLGB,Long Beach,2023-08-07,0.98,54.0,40,high
USOAK,Oakland,2023-08-07,0.958,41.2,41,high
USSEA,Seattle,2023-08-07,0.708,18.7,23,medium
USLAX,Los Angeles,2023-08-08,0.915,39.8,43,high
USLGB,Long Beach,2023-08-08,0.914,35.0,29,high
USOAK,Oakland,2023-08-08,0.767,22.5,33,medium
USSEA,Seattle,2023-08-08,0.75,23.4,29,medium
USLAX,Los Angeles,2023-08-09,0.939,46.5,31,high
USLGB,Long Beach,2023-08-09,0.941,52.6,35,high
USOAK,Oakland,2023-08-09,0.845,31.4,35,medium
USSEA,Seattle,2023-08-09,0.853,30.3,32,high
USLAX,Los Angeles,2023-08-10,0.952,48.2,44,high
USLGB,Long Beach,2023-08-10,0.904,40.3,32,high
USOAK,Oakland,2023-08-10,0.726,18.1,28,medium
USSEA,Seattle,2023-08-10,0.669,19.5,22,low
USLAX,Los Angeles,2023-08-11,0.98,44.0,37,high
USLGB,Long Beach,2023-08-11,0.98,41.1,35,high
USOAK,Oakland,2023-08-11,0.821,25.9,36,medium
USSEA,Seattle,2023-08-11,0.777,28.6,29,medium
USLAX,Los Angeles,2023-08-12,0.896,41.0,30,high
USLGB,Long Beach,2023-08-12,0.915,43.0,35,high
USOAK,Oakland,2023-08-12,0.767,25.0,27,medium
USSEA,Seattle,2023-08-12,0.682,20.4,30,low
USLAX,Los Angeles,2023-08-13,0.98,50.5,43,high
USLGB,Long Beach,2023-08-13,0.846,37.2,34,medium
USOAK,Oakland,2023-08-13,0.88,40.9,28,high
USSEA,Seattle,2023-08-13,0.849,39.3,30,medium
USLAX,Los Angeles,2023-08-14,0.98,44.8,32,high
USLGB,Long Beach,2023-08-14,0.98,56.2,35,high
USOAK,Oakland,2023-08-14,0.822,30.2,30,medium
USSEA,Seattle,2023-08-14,0.759,27.9,24,medium
USLAX,Los Angeles,2023-08-15,0.923,44.5,29,high
USLGB,Long Beach,2023-08-15,0.914,36.0,31,high
USOAK,Oakland,2023-08-15,0.9,43.7,31,high
USSEA,Seattle,2023-08-15,0.703,17.3,27,medium
USLAX,Los Angeles,2023-08-16,0.98,42.7,33,high
USLGB,Long Beach,2023-08-16,0.868,42.8,30,high
USOAK,Oakland,2023-08-16,0.872,42.9,32,high
USSEA,Seattle,2023-08-16,0.813,27.0,26,medium
USLAX,Los Angeles,2023-08-17,0.98,47.5,31,high
USLGB,Long Beach,2023-08-17,0.943,44.9,40,high
USOAK,Oakland,2023-08-17,0.939,37.0,41,high
USSEA,Seattle,2023-08-17,0.703,17.5,23,medium
USLAX,Los Angeles,2023-08-18,0.965,52.3,34,high
USLGB,Long Beach,2023-08-18,0.98,49.1,41,high
USOAK,Oakland,2023-08-18,0.953,53.2,44,high
USSEA,Seattle,2023-08-18,0.866,43.7,40,high
USLAX,Los Angeles,2023-08-19,0.975,39.6,43,high
USLGB,Long Beach,2023-08-19,0.98,49.5,38,high
USOAK,Oakland,2023-08-19,0.838,39.3,27,medium
USSEA,Seattle,2023-08-19,0.695,21.6,27,low
USLAX,Los Angeles,2023-08-20,0.98,44.4,38,high
USLGB,Long Beach,2023-08-20,0.98,47.4,32,high
USOAK,Oakland,2023-08-20,0.726,24.1,33,medium
USSEA,Seattle,2023-08-20,0.742,25.5,24,medium
USLAX,Los Angeles,2023-08-21,0.98,43.7,33,high
USLGB,Long Beach,2023-08-21,0.944,37.7,36,high
USOAK,Oakland,2023-08-21,0.915,41.7,43,high
USSEA,Seattle,2023-08-21,0.74,19.7,27,medium
USLAX,Los Angeles,2023-08-22,0.946,46.0,41,high
USLGB,Long Beach,2023-08-22,0.98,39.2,38,high
USOAK,Oakland,2023-08-22,0.816,28.4,33,medium
USSEA,Seattle,2023-08-22,0.796,29.2,30,medium
USLAX,Los Angeles,2023-08-23,0.98,53.2,43,high
USLGB,Long Beach,2023-08-23,0.98,54.8,39,high
USOAK,Oakland,2023-08-23,0.746,20.3,33,medium
USSEA,Seattle,2023-08-23,0.869,42.3,31,high
USLAX,Los Angeles,2023-08-24,0.98,55.5,45,high
USLGB,Long Beach,2023-08-24,0.98,43.4,42,high
USOAK,Oakland,2023-08-24,0.956,48.3,38,high
USSEA,Seattle,2023-08-24,0.764,30.4,27,medium
USLAX,Los Angeles,2023-08-25,0.954,49.3,33,high
USLGB,Long Beach,2023-08-25,0.98,46.1,35,high
USOAK,Oakland,2023-08-25,0.884,32.9,33,high
USSEA,Seattle,2023-08-25,0.811,33.9,32,medium
USLAX,Los Angeles,2023-08-26,0.98,54.8,42,high
USLGB,Long Beach,2023-08-26,0.98,56.0,40,high
USOAK,Oakland,2023-08-26,0.841,37.7,31,medium
USSEA,Seattle,2023-08-26,0.744,24.1,29,medium
USLAX,Los Angeles,2023-08-27,0.98,49.0,44,high
USLGB,Long Beach,2023-08-27,0.98,38.6,34,high
USOAK,Oakland,2023-08-27,0.921,50.4,29,high
USSEA,Seattle,2023-08-27,0.679,19.9,22,low
USLAX,Los Angeles,2023-08-28,0.933,45.0,43,high
USLGB,Long Beach,2023-08-28,0.905,38.5,35,high
USOAK,Oakland,2023-08-28,0.891,35.4,32,high
USSEA,Seattle,2023-08-28,0.881,32.3,38,high
USLAX,Los Angeles,2023-08-29,0.98,38.5,41,high
USLGB,Long Beach,2023-08-29,0.896,37.5,40,high
USOAK,Oakland,2023-08-29,0.748,20.4,27,medium
USSEA,Seattle,2023-08-29,0.671,14.5,27,low
USLAX,Los Angeles,2023-08-30,0.98,43.9,39,high
USLGB,Long Beach,2023-08-30,0.899,38.3,35,high
USOAK,Oakland,2023-08-30,0.925,44.0,40,high
USSEA,Seattle,2023-08-30,0.749,21.6,32,medium
USLAX,Los Angeles,2023-08-31,0.98,50.0,39,high
USLGB,Long Beach,2023-08-31,0.855,34.8,31,high
USOAK,Oakland,2023-08-31,0.819,26.7,38,medium
USSEA,Seattle,2023-08-31,0.815,36.0,29,medium
USLAX,Los Angeles,2023-09-01,0.98,46.2,43,high
USLGB,Long Beach,2023-09-01,0.98,50.5,43,high
USOAK,Oakland,2023-09-01,0.856,35.5,32,high
USSEA,Seattle,2023-09-01,0.809,34.5,26,medium
USLAX,Los Angeles,2023-09-02,0.98,44.1,43,high
USLGB,Long Beach,2023-09-02,0.98,49.3,43,high
USOAK,Oakland,2023-09-02,0.98,56.7,45,high
USSEA,Seattle,2023-09-02,0.728,25.9,32,medium
USLAX,Los Angeles,2023-09-03,0.98,53.4,43,high
USLGB,Long Beach,2023-09-03,0.98,49.2,46,high
USOAK,Oakland,2023-09-03,0.78,29.3,25,medium
USSEA,Seattle,2023-09-03,0.839,29.3,35,medium
USLAX,Los Angeles,2023-09-04,0.98,46.4,45,high
USLGB,Long Beach,2023-09-04,0.98,41.7,34,high
USOAK,Oakland,2023-09-04,0.917,49.9,32,high
USSEA,Seattle,2023-09-04,0.851,32.7,36,high
USLAX,Los Angeles,2023-09-05,0.98,50.9,45,high
USLGB,Long Beach,2023-09-05,0.98,51.0,40,high
USOAK,Oakland,2023-09-05,0.77,30.4,28,medium
USSEA,Seattle,2023-09-05,0.702,18.9,27,medium
USLAX,Los Angeles,2023-09-06,0.98,57.2,45,high
USLGB,Long Beach,2023-09-06,0.98,46.7,31,high
USOAK,Oakland,2023-09-06,0.98,53.5,37,high
USSEA,Seattle,2023-09-06,0.89,39.7,30,high
USLAX,Los Angeles,2023-09-07,0.98,40.2,39,high
USLGB,Long Beach,2023-09-07,0.98,45.0,41,high
USOAK,Oakland,2023-09-07,0.98,42.6,40,high
USSEA,Seattle,2023-09-07,0.901,33.7,40,high
USLAX,Los Angeles,2023-09-08,0.98,53.1,44,high
USLGB,Long Beach,2023-09-08,0.98,44.9,45,high
USOAK,Oakland,2023-09-08,0.797,33.8,35,medium
USSEA,Seattle,2023-09-08,0.8,25.8,33,medium
USLAX,Los Angeles,2023-09-09,0.98,56.2,38,high
USLGB,Long Beach,2023-09-09,0.957,54.8,44,high
USOAK,Oakland,2023-09-09,0.948,37.3,32,high
USSEA,Seattle,2023-09-09,0.795,26.2,30,medium
USLAX,Los Angeles,2023-09-10,0.98,57.2,36,high
USLGB,Long Beach,2023-09-10,0.98,48.9,46,high
USOAK,Oakland,2023-09-10,0.867,32.1,33,high
USSEA,Seattle,2023-09-10,0.922,42.9,34,high
USLAX,Los Angeles,2023-09-11,0.98,52.3,34,high
USLGB,Long Beach,2023-09-11,0.98,39.3,44,high
USOAK,Oakland,2023-09-11,0.844,28.1,38,medium
USSEA,Seattle,2023-09-11,0.808,28.1,26,medium
USLAX,Los Angeles,2023-09-12,0.98,51.5,44,high
USLGB,Long Beach,2023-09-12,0.98,48.7,45,high
USOAK,Oakland,2023-09-12,0.98,52.6,39,high
USSEA,Seattle,2023-09-12,0.828,38.3,27,medium
USLAX,Los Angeles,2023-09-13,0.98,50.7,45,high
USLGB,Long Beach,2023-09-13,0.98,49.7,44,high
USOAK,Oakland,2023-09-13,0.793,25.7,31,medium
USSEA,Seattle,2023-09-13,0.942,38.4,38,high
USLAX,Los Angeles,2023-09-14,0.98,47.8,42,high
USLGB,Long Beach,2023-09-14,0.98,42.9,38,high
USOAK,Oakland,2023-09-14,0.98,55.2,39,high
USSEA,Seattle,2023-09-14,0.918,47.6,31,high
USLAX,Los Angeles,2023-09-15,0.98,44.5,31,high
USLGB,Long Beach,2023-09-15,0.965,51.1,45,high
USOAK,Oakland,2023-09-15,0.771,30.2,31,medium
USSEA,Seattle,2023-09-15,0.879,36.8,37,high
USLAX,Los Angeles,2023-09-16,0.98,45.8,33,high
USLGB,Long Beach,2023-09-16,0.98,56.0,39,high
USOAK,Oakland,2023-09-16,0.959,39.5,43,high
USSEA,Seattle,2023-09-16,0.78,28.9,31,medium
USLAX,Los Angeles,2023-09-17,0.98,53.6,39,high
USLGB,Long Beach,2023-09-17,0.98,38.4,41,high
USOAK,Oakland,2023-09-17,0.949,50.2,35,high
USSEA,Seattle,2023-09-17,0.873,43.1,37,high
USLAX,Los Angeles,2023-09-18,0.98,52.9,37,high
USLGB,Long Beach,2023-09-18,0.98,44.8,38,high
USOAK,Oakland,2023-09-18,0.775,29.4,26,medium
USSEA,Seattle,2023-09-18,0.924,36.9,40,high
USLAX,Los Angeles,2023-09-19,0.98,43.6,34,high
USLGB,Long Beach,2023-09-19,0.98,47.2,37,high
USOAK,Oakland,2023-09-19,0.803,34.2,33,medium
USSEA,Seattle,2023-09-19,0.747,22.2,35,medium
USLAX,Los Angeles,2023-09-20,0.98,52.6,44,high
USLGB,Long Beach,2023-09-20,0.98,54.3,34,high
USOAK,Oakland,2023-09-20,0.98,48.9,45,high
USSEA,Seattle,2023-09-20,0.843,28.9,32,medium
USLAX,Los Angeles,2023-09-21,0.98,51.5,45,high
USLGB,Long Beach,2023-09-21,0.951,49.8,41,high
USOAK,Oakland,2023-09-21,0.98,41.8,46,high
USSEA,Seattle,2023-09-21,0.798,35.3,27,medium
USLAX,Los Angeles,2023-09-22,0.98,42.7,42,high
USLGB,Long Beach,2023-09-22,0.98,50.1,42,high
USOAK,Oakland,2023-09-22,0.793,33.5,37,medium
USSEA,Seattle,2023-09-22,0.728,24.7,27,medium
USLAX,Los Angeles,2023-09-23,0.98,55.0,33,high
USLGB,Long Beach,2023-09-23,0.98,48.2,46,high
USOAK,Oakland,2023-09-23,0.98,43.8,41,high
USSEA,Seattle,2023-09-23,0.883,37.1,33,high
USLAX,Los Angeles,2023-09-24,0.98,53.5,44,high
USLGB,Long Beach,2023-09-24,0.98,48.0,36,high
USOAK,Oakland,2023-09-24,0.931,36.5,31,high
USSEA,Seattle,2023-09-24,0.873,44.5,28,high
USLAX,Los Angeles,2023-09-25,0.98,38.5,31,high
USLGB,Long Beach,2023-09-25,0.942,40.8,39,high
USOAK,Oakland,2023-09-25,0.923,48.7,30,high
USSEA,Seattle,2023-09-25,0.76,27.5,34,medium
USLAX,Los Angeles,2023-09-26,0.98,40.6,36,high
USLGB,Long Beach,2023-09-26,0.98,42.4,36,high
USOAK,Oakland,2023-09-26,0.895,39.8,37,high
USSEA,Seattle,2023-09-26,0.807,33.6,34,medium
USLAX,Los Angeles,2023-09-27,0.98,43.9,39,high
USLGB,Long Beach,2023-09-27,0.98,45.8,41,high
USOAK,Oakland,2023-09-27,0.959,39.3,45,high
USSEA,Seattle,2023-09-27,0.872,43.7,33,high
USLAX,Los Angeles,2023-09-28,0.98,53.5,42,high
USLGB,Long Beach,2023-09-28,0.98,46.3,43,high
USOAK,Oakland,2023-09-28,0.8,34.2,38,medium
USSEA,Seattle,2023-09-28,0.875,43.8,32,high
USLAX,Los Angeles,2023-09-29,0.98,39.7,34,high
USLGB,Long Beach,2023-09-29,0.98,52.0,44,high
USOAK,Oakland,2023-09-29,0.794,25.1,36,medium
USSEA,Seattle,2023-09-29,0.733,24.2,33,medium
USLAX,Los Angeles,2023-09-30,0.98,52.6,45,high
USLGB,Long Beach,2023-09-30,0.961,51.8,35,high
USOAK,Oakland,2023-09-30,0.98,49.4,35,high
USSEA,Seattle,2023-09-30,0.764,29.7,33,medium
USLAX,Los Angeles,2023-10-01,0.98,52.3,34,high
USLGB,Long Beach,2023-10-01,0.98,54.2,44,high
USOAK,Oakland,2023-10-01,0.942,38.7,32,high
USSEA,Seattle,2023-10-01,0.766,21.9,27,medium
USLAX,Los Angeles,2023-10-02,0.98,47.4,39,high
USLGB,Long Beach,2023-10-02,0.98,40.6,39,high
USOAK,Oakland,2023-10-02,0.98,44.7,40,high
USSEA,Seattle,2023-10-02,0.895,46.1,32,high
USLAX,Los Angeles,2023-10-03,0.98,54.0,43,high
USLGB,Long Beach,2023-10-03,0.98,53.6,37,high
USOAK,Oakland,2023-10-03,0.98,55.0,39,high
USSEA,Seattle,2023-10-03,0.794,33.9,28,medium
USLAX,Los Angeles,2023-10-04,0.98,50.0,46,high
USLGB,Long Beach,2023-10-04,0.98,48.4,39,high
USOAK,Oakland,2023-10-04,0.98,45.1,34,high
USSEA,Seattle,2023-10-04,0.943,48.0,35,high
USLAX,Los Angeles,2023-10-05,0.98,41.9,41,high
USLGB,Long Beach,2023-10-05,0.98,39.6,44,high
USOAK,Oakland,2023-10-05,0.98,57.6,43,high
USSEA,Seattle,2023-10-05,0.801,27.5,29,medium
USLAX,Los Angeles,2023-10-06,0.98,50.8,44,high
USLGB,Long Beach,2023-10-06,0.98,49.4,33,high
USOAK,Oakland,2023-10-06,0.835,38.0,28,medium
USSEA,Seattle,2023-10-06,0.803,33.1,37,medium
USLAX,Los Angeles,2023-10-07,0.98,53.6,44,high
USLGB,Long Beach,2023-10-07,0.98,38.4,45,high
USOAK,Oakland,2023-10-07,0.98,49.3,36,high
USSEA,Seattle,2023-10-07,0.954,46.9,43,high
USLAX,Los Angeles,2023-10-08,0.98,42.8,38,high
USLGB,Long Beach,2023-10-08,0.98,42.1,46,high
USOAK,Oakland,2023-10-08,0.974,48.2,37,high
USSEA,Seattle,2023-10-08,0.949,38.3,43,high
USLAX,Los Angeles,2023-10-09,0.98,39.8,43,high
USLGB,Long Beach,2023-10-09,0.98,41.1,38,high
USOAK,Oakland,2023-10-09,0.831,28.2,34,medium
USSEA,Seattle,2023-10-09,0.875,38.3,31,high
USLAX,Los Angeles,2023-10-10,0.98,50.3,38,high
USLGB,Long Beach,2023-10-10,0.98,40.0,38,high
USOAK,Oakland,2023-10-10,0.98,46.3,33,high
USSEA,Seattle,2023-10-10,0.975,48.1,45,high
USLAX,Los Angeles,2023-10-11,0.98,44.5,46,high
USLGB,Long Beach,2023-10-11,0.98,55.3,41,high
USOAK,Oakland,2023-10-11,0.818,34.4,37,medium
USSEA,Seattle,2023-10-11,0.757,21.1,24,medium
USLAX,Los Angeles,2023-10-12,0.98,55.8,46,high
USLGB,Long Beach,2023-10-12,0.98,53.2,38,high
USOAK,Oakland,2023-10-12,0.938,48.8,39,high
USSEA,Seattle,2023-10-12,0.846,35.8,37,medium
USLAX,Los Angeles,2023-10-13,0.98,43.9,44,high
USLGB,Long Beach,2023-10-13,0.98,43.2,44,high
USOAK,Oakland,2023-10-13,0.855,39.9,33,high
USSEA,Seattle,2023-10-13,0.749,20.3,24,medium
USLAX,Los Angeles,2023-10-14,0.98,49.7,41,high
USLGB,Long Beach,2023-10-14,0.98,43.2,31,high
USOAK,Oakland,2023-10-14,0.98,49.6,39,high
USSEA,Seattle,2023-10-14,0.98,39.7,42,high
USLAX,Los Angeles,2023-10-15,0.98,54.9,41,high
USLGB,Long Beach,2023-10-15,0.98,38.5,35,high
USOAK,Oakland,2023-10-15,0.98,39.7,43,high
USSEA,Seattle,2023-10-15,0.759,27.1,30,medium
USLAX,Los Angeles,2023-10-16,0.98,44.1,44,high
USLGB,Long Beach,2023-10-16,0.98,56.2,37,high
USOAK,Oakland,2023-10-16,0.98,57.4,41,high
USSEA,Seattle,2023-10-16,0.919,36.9,38,high
USLAX,Los Angeles,2023-10-17,0.98,54.0,37,high
USLGB,Long Beach,2023-10-17,0.98,44.0,37,high
USOAK,Oakland,2023-10-17,0.926,35.8,32,high
USSEA,Seattle,2023-10-17,0.824,26.5,32,medium
USLAX,Los Angeles,2023-10-18,0.98,42.9,34,high
USLGB,Long Beach,2023-10-18,0.98,41.9,42,high
USOAK,Oakland,2023-10-18,0.98,51.3,40,high
USSEA,Seattle,2023-10-18,0.902,46.8,43,high
USLAX,Los Angeles,2023-10-19,0.98,38.7,42,high
USLGB,Long Beach,2023-10-19,0.98,41.6,38,high
USOAK,Oakland,2023-10-19,0.98,51.1,31,high
USSEA,Seattle,2023-10-19,0.871,37.4,39,high
USLAX,Los Angeles,2023-10-20,0.98,41.7,32,high
USLGB,Long Beach,2023-10-20,0.97,40.6,41,high
USOAK,Oakland,2023-10-20,0.824,36.3,34,medium
USSEA,Seattle,2023-10-20,0.773,32.0,36,medium
USLAX,Los Angeles,2023-10-21,0.98,48.9,42,high
USLGB,Long Beach,2023-10-21,0.98,46.6,35,high
USOAK,Oakland,2023-10-21,0.963,39.9,37,high
USSEA,Seattle,2023-10-21,0.788,27.0,30,medium
USLAX,Los Angeles,2023-10-22,0.98,56.3,40,high
USLGB,Long Beach,2023-10-22,0.98,50.5,35,high
USOAK,Oakland,2023-10-22,0.973,37.9,46,high
USSEA,Seattle,2023-10-22,0.98,53.4,35,high
USLAX,Los Angeles,2023-10-23,0.98,51.8,34,high
USLGB,Long Beach,2023-10-23,0.966,45.4,46,high
USOAK,Oakland,2023-10-23,0.93,37.0,44,high
USSEA,Seattle,2023-10-23,0.887,40.3,29,high
USLAX,Los Angeles,2023-10-24,0.98,54.4,32,high
USLGB,Long Beach,2023-10-24,0.977,57.2,33,high
USOAK,Oakland,2023-10-24,0.98,57.5,35,high
USSEA,Seattle,2023-10-24,0.923,50.5,38,high
USLAX,Los Angeles,2023-10-25,0.98,54.2,34,high
USLGB,Long Beach,2023-10-25,0.98,42.9,38,high
